HR_Zscore,Sleep_Zscore,Steps_Zscore,Deep_Sleep,Calories,Moderate_Activity,Vigorous_Activity,Fluid_Intake,Stress,Fatigue,Mood,Readiness,Restlessness
-0.04406070234776149,1.6419868530907265,-0.04390867913979127,1.0973642903380707,3355.940359697132,39.203067407284614,46.884399049216206,10,3,3,3,5,0.08566930325471166
0.10446298462960758,1.1275649906484821,0.5855038890304873,21.9751335365606,3968.8742783016464,32.7054471268659,64.54509681004883,8,3,3,3,6,0.0887017448681488
-0.2354687963161751,1.386540571418151,0.08220146081991958,32.226753644465035,3628.05684145339,24.608723263259932,32.25888989354883,8,3,2,3,5,0.05906923604275687
-0.05540926380692998,-0.3032436802445278,0.0755947875421897,32.0955915341641,3571.485688157157,24.034794199213298,39.72045229379752,8,3,3,3,7,0.06694956157167314
0.8530334434218668,-0.4458597084450685,-0.5873386215759451,45.33246408756594,2938.6391870047128,14.23813559606569,28.850306013530126,6,3,3,3,8,0.07929301446494161
-1.1663243505424405,0.8905265878969987,-1.3830193796913506,19.383832319822744,3071.4596334787975,10.205282925337631,21.2434259532217,8,3,2,3,4,0.06117084018984346
-0.18848658827524944,-0.5083572268979966,0.00423354822695008,33.04603713450741,3658.156037733324,28.699245622598806,46.9137313024601,8,3,3,3,7,0.06575008963735239
2.1130077071276325,-1.9534892594764768,1.5311500493520562,3.843265460036436,3933.3691077177855,69.91749525023648,83.0474195077895,8,3,3,3,8,0.08438987389199673
-0.4516981901907158,-1.154064834699292,-0.6404536096688567,10.90640274648192,3441.951089311466,22.235126114841155,33.65085297434091,8,3,3,3,8,0.05542479453043609
-0.3911006597216753,-0.47870524861393954,-0.45505266314185244,67.95441189632642,3264.440134130193,24.082291140095766,47.84937487375214,8,2,2,3,5,0.1716060299300074
1.3826775027377383,0.33932596689387884,0.07656428806994693,54.43804496037829,3631.405125609622,9.185304347726795,18.51348136179353,8,3,2,3,3,0.08435572377342285
-0.3136307591126423,-0.7122518634064353,0.8748433576156378,56.46708886847128,3379.025827475847,30.4377634010337,62.79547863689988,8,2,2,2,6,0.09862128390142706
0.9299737618519908,-0.6534837156106144,-0.6153835742082677,44.83871090012762,2769.687999514651,16.184677157921183,28.440977370726323,6,3,3,3,8,0.07562634912174791
-1.319432375859922,-1.2370997742055052,1.1748090339464845,0.0,4497.04867446309,30.801474023833812,62.98721927685867,10,3,3,3,8,0.199021207177814
1.0046050375193607,-0.38976126128048977,1.3232652994538647,35.26222370313521,4622.826823315362,54.15022360063517,138.3011457721066,10,3,3,3,7,0.09761046157830104
1.1249265735941143,-1.965520005393077,-1.3091286484029874,22.017807889199698,3147.393245929105,8.805928814194068,19.98158468357848,8,3,1,3,3,0.09661456077443155
0.5664233747694994,0.2936353359760507,-0.5115540556465744,40.87005408169036,2743.667038842891,4.1054729480268035,16.95623045784093,8,2,3,3,8,0.057913582481523805
1.921990883627848,0.22743918154330384,0.10442830031198418,36.8346513618953,3782.915317945612,16.811435380263486,34.08038286317869,8,3,3,3,8,0.05579926514010589
-1.259978094840472,0.6055405472814729,-0.7314189624923191,64.23752835128762,3193.5791196518876,11.908990475834258,39.626128819509084,7,3,3,3,8,0.059644099235526785
-1.243535182587963,-0.44136515722257047,-0.999611659679653,56.13631575397349,3397.4033669255487,15.60437420575833,24.749871314346297,9,3,2,3,2,0.08469987765188114
2.034499659870725,-0.726294356719148,-1.327869946505704,41.76929309674353,3092.626089184492,5.826430520196555,23.287281437061466,8,3,2,3,5,0.08414700407786047
0.7679976352848895,-0.7211726709779944,-0.8723945586909772,36.03770701344099,3430.0175534355885,27.930336668854604,12.413482762199216,8,3,2,3,4,0.13017195684825267
-0.5850591160063625,0.5885749036862534,-1.052994457610793,24.12493841710203,2813.0338300256817,31.342497402396383,26.082395675061832,6,3,2,3,6,0.08925095731652857
-0.3881407191068288,-0.6789887148609742,0.9268281470153039,58.203115505362284,3372.206595036216,30.99725771086542,65.01029052351132,8,2,2,2,6,0.09466678347039445
-0.3093892526683642,0.10167901016222997,-0.4912374251245425,72.93071821372521,3608.4872919732734,27.32977170318094,32.79443581332603,8,3,2,3,6,0.07203017661089398
-1.3443908054075224,0.3313017131364244,0.9346206599021897,28.99170100577276,5093.747603405455,37.52063943662665,124.59991086925625,8,2,3,3,8,0.055560381958230945
-0.5305772506615942,-1.0813232830184976,-0.3116306164133007,40.58536132132156,3436.99634475877,43.112889830152945,65.15799498375539,10,3,3,3,6,0.09184200383634372
-0.8204538536902443,0.12755928831893149,0.7680704321919176,61.23779410899617,4156.581948973765,49.71686458963755,91.43154422732974,8,3,2,3,5,0.11150174934781193
-1.778971473229915,0.1726276471661981,-1.3422159926912527,58.75641220802118,2879.771445442952,3.1739276950360997,0.2320547347225938,8,3,3,3,7,0.08314632431420303
0.8572546476237167,-0.8579460983671383,-0.7621517206325262,52.78420191260182,3347.0325084180654,11.176934515726993,19.59506370519802,8,3,2,3,6,0.07387797422232498
-1.2245631140043658,0.5368015181147496,1.9840064390113181,31.15386207406693,5127.193193746331,86.27656894681316,175.8800445081067,11,3,3,3,6,0.07819429648863414
-1.1235375804437646,0.18287824223130691,0.6034436430249102,23.99776107266878,4433.582402636792,59.759295919556315,88.05345158187049,8,3,3,3,7,0.07200269420452812
0.3379563891358862,1.519555527403918,-0.6338074794637565,37.27034023804301,3243.1663314407656,13.678489210265571,16.26357496899916,7,3,2,3,3,0.07692209718532728
-1.781385390085104,0.6594259269050818,-0.7437409472492567,39.37685290448357,3238.9011690413668,13.789838645451887,18.11068694123842,7,3,3,3,7,0.09556116177771604
-1.3876216921009918,1.0533567650790912,-0.10919436732928034,46.167357258651975,3273.2049614585217,11.19272163647699,45.63776580514672,8,3,3,3,7,0.0678227428272285
0.9406003166614553,-2.0697105029686313,-1.387755889343252,23.199045396469717,3203.7700273296273,8.343159141134134,21.890831022087326,8,3,1,3,3,0.09317039893994988
-0.5886986935770925,0.09785574553239176,-0.7307807132065148,72.92675824816561,3553.906539192648,22.43099073860158,30.62329310753627,8,3,2,3,6,0.07486986419277716
-0.050585397828989825,-1.8700760169258404,-0.6377550064055015,36.2030236344447,3133.071044193875,18.089668837063073,29.366285568819826,8,3,3,3,7,0.09468084762639102
-0.8667319773495914,0.07216905930654027,-1.1827717577176848,20.370216292288667,2802.8666366881944,6.97653643183434,7.960901832089529,8,3,3,3,6,0.09504169015420257
2.1702569832086662,-1.9100758813874166,-0.4484451029862549,53.317743383576875,2832.8489863744103,18.719151064271227,25.538125898570755,8,3,3,3,8,0.05337538146243279
1.5499805498279478,-1.1891360709797036,0.010608493420465652,63.50823201380101,3462.9867881729874,30.312753144246404,60.23419315263559,8,3,2,3,4,0.06084269204793805
0.00040256191319314053,1.1759336879317708,0.3114658051324777,16.481096620743596,3950.1164934010694,35.35389428109988,65.21917903235386,8,3,3,3,6,0.09192689350308753
0.4590932357997436,-1.0407211195976585,-0.7797521612761443,51.44609846756521,3325.860506366415,12.00020284692884,31.63509311262794,8,3,2,3,6,0.07108134625970827
-0.01721698992722004,1.295381140659247,0.0627637055491546,34.75630904266337,3512.1774461435316,20.617624288635316,30.56875918496837,8,3,2,3,5,0.06619826054995463
0.14580548269661783,0.6950538820595388,-1.6163570585640104,57.72187168602646,2696.81,14.284618063363318,9.925568123814276,7,3,2,3,7,0.051581337478409296
1.4084560757522984,0.40135665098389084,-0.07400454956447605,58.72595240242902,3636.5122690898174,12.183138427714438,24.05529779495493,8,3,2,3,3,0.08077722789502399
-0.12967016479091126,-0.11529019432272572,-0.5753988699112633,39.73653755022419,3028.704268836474,2.3652722884079704,15.719335368730844,7,3,3,3,7,0.06602651749238549
-0.48078877172810724,0.6097178492975078,0.9360976822487452,35.25095465244305,3919.1277278891216,8.942456925319833,18.87036066781555,7,3,2,3,5,0.07359191669170688
-1.2061493869200175,-0.2420825118543309,0.26968783390824885,31.748930007678055,4054.8271539293387,20.858060010279424,109.97252209186571,8,3,3,3,7,0.05199116287768574
-0.11859586491679813,1.1161497639600015,1.1500088171380702,18.067398241317832,4265.685718018351,21.80365202998426,90.13888573222081,7,3,3,3,7,0.05186724414051138
